id,reportingPeriod,state,legalAgencyName,projectType,projectStartDate,projectEndDate,nameOfProgram,fundingAmount
c4b75149-c209-44b0-807d-4d577ab4df1c,2019,Virginia,Roanoke City,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,53387.00
d7f793c2-f684-4496-9539-8ebb2473bde8,2019,Virginia,Roanoke County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,21282.00
4b5f9195-26c2-4e2e-9f8e-ee34535837ed,2019,Virginia,Rockbridge County,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
6ca45455-82b3-41a3-8f86-0c065832ee36,2019,Virginia,Rockingham County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,19022.00
07b2e15a-2ea0-43dd-ab62-b163c3859442,2019,Virginia,Russell County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
5282ebac-b97a-4ba0-b1c4-5c726babb6e1,2019,Virginia,Salem City,establishenhanceemergencyoperationscenter,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,13483.00
c1645e8d-69b2-4ebd-9f80-521ac9c995aa,2019,Virginia,Scott County,Assessvulnerabilityofandhardenprotectcriticalinfrastructureandkeyassets,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,13810.00
efdb8996-318d-4e3c-a7b9-6c6560f393ea,2019,Virginia,Shenandoah County,Enhancecapabilitiestorespondtoallhazardsevents,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,23509.00
6fc84c81-08f1-4a3c-8ea4-7e920bec93b7,2019,Virginia,Smyth County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
db255d79-f539-4a48-9781-1c057ffc29a3,2019,Virginia,"South Boston, Town",Enhancecapabilitiestorespondtoallhazardsevents,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
234b87cd-9c0b-4eee-a73d-01efcec995e4,2019,Virginia,Spotsylvania County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,40579.00
65a6873f-2d14-47eb-b4c0-77632e3e9259,2019,Virginia,Stafford County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,49164.00
661603e8-a6d6-4b5f-989a-71f5f7be0c75,2019,Virginia,Staunton City,Enhancecapabilitiestorespondtoallhazardsevents,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
9c7fe907-b374-4823-9f02-ff2728436c92,2019,Virginia,Suffolk City,Enhancecapabilitiestorespondtoallhazardsevents,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,21781.00
28cffed8-c2d9-4ef6-b57c-2718abea9d5e,2019,Virginia,Sussex County,Enhancecapabilitiestorespondtoallhazardsevents,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
82c8897b-013e-482b-93cd-e9980e377059,2019,Virginia,Tazewell County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
ccc67368-03b0-4b91-b5c0-23e94e519206,2019,Virginia,Virginia Beach City,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,102914.00
9e339ab6-73c5-493f-a6b6-5a9d70735cf9,2019,Virginia,Virginia Department of Emergency Management,AdministerandmanagetheHomelandSecurityGrantProgram,2019-09-01T00:00:00.000Z,2022-08-01T00:00:00.000Z,EMPG,5510302.00
209c9ad5-383d-40ae-bc49-518182559c82,2019,Virginia,Warren County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
d4200023-9854-43b6-abcb-92b6bff8706f,2019,Virginia,Washington County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,9015.00
46209d99-70b9-483a-906d-f536578c4949,2019,Virginia,Waynesboro City,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
485bf290-b7f0-4d27-96fd-4aab5d051569,2019,Virginia,Westmoreland County,Enhancecapabilitiestorespondtoallhazardsevents,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
a99b8868-6656-4fd3-a76b-43434cd4cf62,2019,Virginia,Williamsburg City,Enhancecapabilitiestorespondtoallhazardsevents,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
b9d6307b-d15d-4e01-b208-b2cc7f7382e4,2019,Virginia,Winchester City,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,8905.00
edd9eda9-92fd-4161-b1d6-b902db363a84,2019,Virginia,Wise County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,7500.00
428c40ff-cca4-4707-a60a-377c0d930001,2019,Virginia,Wythe County,developenhanceplansproceduresandprotocols,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,13017.00
974584e4-c076-4510-b3f1-781b1960bb11,2019,Virginia,York County,Enhancecapabilitiestorespondtoallhazardsevents,2019-07-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,EMPG,50335.00
1cc8517d-19a7-4062-bb52-3561ceeb57c1,2019,WestVirginia,2019 WV Division of Homeland Security & Emergency Management (EMPG),developenhancehomelandsecurityemergencymanagementorganizationandstructure,2019-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,3771594.00
af43ff0e-cb21-413d-a63d-c7658cf78a81,2020,Alabama,Alabama Emergency Management Agency,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-11-01T00:00:00.000Z,2023-05-01T00:00:00.000Z,EMPG,5810021.00
4c611177-17b1-478d-8155-016714fc2bbf,2020,Alaska,City and Borough of Juneau,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,153194.99
9b67f3d2-2c33-4c13-b968-e75b6e1ba308,2020,Alaska,City of Cordova,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,18000.00
df7a9f55-7568-4ed2-8551-47c2f74b388b,2020,Alaska,City of Craig,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,18000.00
de86b298-0a76-4bdf-9321-2965c5c203f0,2020,Alaska,City of Fairbanks,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,9267.11
185b14e7-7cf7-44c5-a24e-fb91dd7f8507,2020,Alaska,City of Ketchikan,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,30000.00
97cd1aad-2e90-4905-8f73-3c2553413ad6,2020,Alaska,City of Kodiak,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,48728.61
629360ea-b554-4705-a56e-56a1552ae484,2020,Alaska,City of North Pole,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,20000.47
d1237272-922f-4338-b74d-f972f876101b,2020,Alaska,City of Valdez,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,25000.00
60fcd3ec-e969-40bd-8633-7103dab3d636,2020,Alaska,Denali Borough,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,11671.39
f121d5b0-b59a-41ba-b3e3-91bb74c356cd,2020,Alaska,Division of Homeland Security and Emergency Management,establishenhanceemergencyplansandprocedurestoreflecttheNationalResponsePlan,2019-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,2141919.82
7eb34d02-1745-4646-b508-eb0ddafad9e9,2020,Alaska,Fairbanks North Star Borough,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,160000.00
a4e3249c-f841-45d8-b154-89f1a0af1cb6,2020,Alaska,Kenai Peninsula Borough,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,161548.02
7b76ddff-471a-4a72-b581-2c9fa1ea2b5a,2020,Alaska,Matanuska-Susitna Borough,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,134773.59
7203c335-df82-45b9-ba8d-ecb4780cb87e,2020,Alaska,Municipality of Anchorage,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2020-07-01T00:00:00.000Z,2021-06-01T00:00:00.000Z,EMPG,200000.00
ef744def-1440-410a-9994-e6d7bf266a91,2020,AmericanSamoa,Territorial Emergency Management Coordinating Office,AdministerandmanagetheHomelandSecurityGrantProgram,2019-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,45984.00
9eb0e4b9-ecc4-40a0-8556-127d7095023f,2020,AmericanSamoa,Territorial Emergency Management Coordinating Office,AdministerandmanagetheHomelandSecurityGrantProgram,2020-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,418450.00
d2f605c7-4a6c-48c3-84ff-48176488661a,2020,AmericanSamoa,Territorial Emergency Management Coordinating Office,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2019-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,20000.00
5e5db14e-8662-4f35-8460-decbba8b0baa,2020,AmericanSamoa,Territorial Emergency Management Coordinating Office,establishenhanceemergencyoperationscenter,2019-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,180000.00
a97e0364-715c-43c4-8cd0-30cb47f2bb1c,2020,AmericanSamoa,Territorial Emergency Management Coordinating Office,establishenhanceemergencyplansandprocedurestoreflecttheNationalResponsePlan,2019-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,10000.00
c524b234-1be2-4cd9-8869-ad0dcabb4049,2020,AmericanSamoa,Territorial Emergency Management Coordinating Office,establishenhancepublicprivateemergencypreparednessprogram,2019-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,163736.00
5fcb6eb8-e055-407a-b84f-442271e1faff,2020,AmericanSamoa,Territorial Emergency Management Coordinating Office,establishenhancepublicprivateemergencypreparednessprogram,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,40000.00
8901d514-e195-4625-be86-f7305def30d7,2020,AmericanSamoa,Territorial Emergency Management Coordinating Office,establishenhancepublicprivateemergencypreparednessprogram,2019-09-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,41513.00
20678f36-8506-4e2c-b3fd-5d1d9c46a511,2020,Arizona,Arizona Division of Emergency Management/EMPG,AdministerandmanagetheHomelandSecurityGrantProgram,2019-08-01T00:00:00.000Z,2022-12-01T00:00:00.000Z,EMPG,901257.51
2d80e55a-ff5a-4d81-ad0f-5ce712dd6d32,2020,Arizona,Arizona Division of Emergency Management/EMPG,establishenhancesustainableHomelandSecurityPlanningProgram,2020-10-01T00:00:00.000Z,2022-12-01T00:00:00.000Z,EMPG,6433697.49
bd264142-e3b8-43c2-bda7-265613671f60,2020,Arkansas,Arkansas County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,21379.50
27ed6071-e01c-492e-947f-43ccdfa7f395,2020,Arkansas,Arkansas Division of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,2233342.01
9d248f9f-d113-4c42-9b54-dbb7d541614b,2020,Arkansas,Ashley County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,27379.35
910d1b50-691b-46c2-8194-d62c9c1a6040,2020,Arkansas,Baxter County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,38120.32
0943a598-bc6e-443d-8ecc-7f452eb8568b,2020,Arkansas,Benton County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,108518.86
1eef2e54-f07b-4260-a15f-62a2e69d3177,2020,Arkansas,Boone County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,33118.38
8ccd761c-1f82-4531-888e-cd4dee7a951c,2020,Arkansas,Bradley County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,20936.42
99023b4b-85ba-4480-991d-e61e3f38b403,2020,Arkansas,Calhoun County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,25210.80
5c476647-0cab-4f60-a4e6-cc4a74ab91c1,2020,Arkansas,Carroll County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,11104.12
7f219ab1-73b1-4695-9781-c4d96007ab03,2020,Arkansas,Chicot County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,27822.76
a29c30a1-9db6-467d-b730-6f42f55b88f4,2020,Arkansas,Clark County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,32109.89
cb07f191-147f-4418-9a8c-ad2a55ecddfa,2020,Arkansas,Clay County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,11543.20
c579eb39-1043-495b-80e9-c0e6d473d837,2020,Arkansas,Cleburne County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,33574.53
3ab11124-82ce-4ab1-9a41-bd8fde785155,2020,Arkansas,Cleveland County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,26559.96
1e311d9c-bd1b-4db0-8582-4a7df996c3b9,2020,Arkansas,Columbia County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,28871.05
73f293ae-7d99-45d8-b80c-2936eb3f1a8a,2020,Arkansas,Conway County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-09-01T00:00:00.000Z,2021-10-01T00:00:00.000Z,EMPG,27360.35
d45aba1d-ac23-4a3b-b643-ee395de98374,2020,Arkansas,Craighead County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,62180.44
177704e8-c77c-4553-8940-2c36f222178c,2020,Arkansas,Crawford County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,48178.48
d3054a3a-3132-49f9-9fbb-c3528d5e1c5f,2020,Arkansas,Crittenden County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,36197.83
996c66b1-00fc-4383-a6d5-5272a6e5125e,2020,Arkansas,Cross County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,13847.57
55d599c6-3eb7-4d27-8726-242cf42da4c4,2020,Arkansas,Dallas County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,26327.37
befc3d0e-d916-4d05-934a-848d3b647b96,2020,Arkansas,Desha County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,13323.55
136b34c0-fc08-422a-b026-61353bb3201d,2020,Arkansas,Drew County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,6666.83
bbe02990-3fca-49d1-8535-8148636ccc03,2020,Arkansas,Faulkner County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,68997.34
8613be89-cca6-41c5-8b78-c57c9034f363,2020,Arkansas,Franklin County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,21435.26
868fb73c-b52c-4da4-b272-64c393037aa0,2020,Arkansas,Fulton County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,19993.87
986b83ed-a178-4dbf-a3c1-e313645bbda2,2020,Arkansas,Garland County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,54256.02
2a2137d7-3a59-40a6-b9db-a051f8d86d3b,2020,Arkansas,Grant County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,30279.74
dba949fc-077f-4b8d-baa7-1f7f93241042,2020,Arkansas,Greene County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,27748.99
29106d87-b317-4845-bc97-bbafcbf84e5d,2020,Arkansas,Hempstead County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,28180.00
a30d1b46-0c27-42a3-9511-30e3d7fc99e5,2020,Arkansas,Hot Spring County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,28910.91
2b0fceea-c499-4ee6-90b0-4853b835f1bb,2020,Arkansas,Howard County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-09-01T00:00:00.000Z,2021-10-01T00:00:00.000Z,EMPG,19874.72
a02a8daa-edef-4cfa-b2ca-21ed100d39d7,2020,Arkansas,Independence County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,29970.03
a4ac599b-4469-4e31-925a-8dcea3496117,2020,Arkansas,Izard County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,25189.90
9ff16de8-b55a-4514-ae6f-bb68643ab087,2020,Arkansas,Jackson County of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,30338.20
4fd0b50c-60fd-4cd5-af39-eb83ca5aabac,2020,Arkansas,Jefferson County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,53140.11
2163f7c8-a57d-48df-a113-13e4128abf1c,2020,Arkansas,Johnson County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,29221.96
89957e37-ccaa-4c78-a74a-a0b050f3e17e,2020,Arkansas,Lafayette County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,23398.34
4676a8b5-8a16-4818-a5b0-cb72a8b76bc0,2020,Arkansas,Lawrence County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,12869.76
96a34e1d-a163-40c7-a0e8-9142dbeb96ff,2020,Arkansas,Lee County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,9519.98
f264624f-e8f8-4335-9d6f-7af0d856f5b4,2020,Arkansas,Lincoln County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,28770.16
11258fe7-979e-49d9-a8e3-f937058f7459,2020,Arkansas,Little River County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,25792.23
c3aac873-4144-4511-ae85-7fc52b61ff35,2020,Arkansas,Little Rock Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,67705.95
0fbd8899-65da-442f-9f31-e08e515cd120,2020,Arkansas,Logan County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,28090.02
6755cde5-5e2a-4869-bff3-618dcdea0f11,2020,Arkansas,Lonoke County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,30744.68
c055e41a-5b5a-4f96-8a90-306d400dbf30,2020,Arkansas,Madison County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,25720.39
2859f6cc-0017-4f2e-a456-68736d38452f,2020,Arkansas,Marion County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-09-01T00:00:00.000Z,2021-10-01T00:00:00.000Z,EMPG,19511.04
f2a83094-6b60-412a-9fb1-f84b319ee25e,2020,Arkansas,Miller County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,38252.69
1f45f736-ca5a-44b6-ac36-ec03e31c5cbb,2020,Arkansas,Mississippi County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,28479.95
ef404432-599a-484d-ba3e-e16ae9c8bfc5,2020,Arkansas,Monroe County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,12981.25
75d10fa3-caea-4c7e-a878-dcde47ce3c21,2020,Arkansas,Montgomery County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,18917.40
68a9e723-c38a-4fc8-ae2b-3ded58ac48ec,2020,Arkansas,Nevada County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,22060.68
d0cec6e7-74a1-4867-b2a5-b571c4232de7,2020,Arkansas,Newton County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,19660.95
ac982f5e-ef67-4480-8a36-31fd88271e17,2020,Arkansas,North Little Rock Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,48322.98
579b08b5-260f-4434-b1cd-6ae5b4b6148c,2020,Arkansas,Ouachita County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,12880.27
1128430b-fc5f-48fd-9330-a535424cb4bf,2020,Arkansas,Perry County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,27272.75
26da7d9c-8040-403f-8846-162928f59a92,2020,Arkansas,Phillips County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-09-01T00:00:00.000Z,2021-10-01T00:00:00.000Z,EMPG,1808.52
b1170849-e18b-47ee-8122-6303513e8774,2020,Arkansas,Pike County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,24093.65
aa983f41-a12d-4dd2-a226-eba99afa3783,2020,Arkansas,Poinsett County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,27223.47
f1a4082b-5641-4702-898a-d9e73ee161b8,2020,Arkansas,Polk County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,31419.96
bdf467cc-c036-44e6-ace7-c2bf913ca478,2020,Arkansas,Pope County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,35910.60
dec4c2f3-5c82-454f-8a15-56a9f42faec5,2020,Arkansas,Prairie County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,23880.72
172b47f7-99d5-45de-9ab1-66413c913a8a,2020,Arkansas,Pulaski County Office of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,EMPG,72156.21
